Test Name,PFE_1
Engineer,
Location,
Test Info,


Time,Elapsed Time,1TC1,1TC2,1TC3,1TC4,1TC5,1TC6,1TC7,1TC8,1TC9,2TC1,2TC2,2TC3,2TC4,2TC5,2TC6,2TC7,2TC8,2TC9,3TC1,3TC2,3TC3,3TC4,3TC5,3TC6,3TC7,3TC8,3TC9,4TC1,4TC2,4TC3,4TC4,Ambient,1GASCO,1GASCO2,1GASO2,2GASCO,2GASCO2,2GASO2,3GASCO,3GASCO2,3GASO2,4GASCO,4GASCO2,4GASO2,WEA_DIR,WEA_VEL,1PT1V,1PT2V,1PT3V,2PT1V,2PT2V,2PT3V,Event
2021-10-22 10:20:29,00:00:19,15.829714,15.475264,15.315268,15.546447,15.626827,15.876996,15.841770,16.473312,16.445368,16.661846,16.535294,16.489616,16.397013,16.400345,16.271149,16.310410,16.278790,16.186943,17.181934,16.893480,16.763075,16.788763,16.735008,16.777584,16.795076,16.771053,16.752026,16.585756,16.643543,16.426823,16.521509,20.929878,0.002059,0.003025,4.218514,0.003991,0.001094,4.243944,0.002381,0.004634,4.231068,0.003669,0.003347,4.248450,6.256428,2.193491,2.459373,2.465489,2.458407,2.467742,2.461626,2.421390,
2021-10-22 10:20:30,00:00:20,15.793228,15.455672,15.331388,15.524237,15.604600,15.838349,15.870956,16.438965,16.441566,16.654716,16.541485,16.486769,16.393694,16.398691,16.275921,16.310421,16.279400,16.194216,17.179689,16.892187,16.772627,16.777622,16.729576,16.787373,16.796242,16.734400,16.775549,16.591917,16.656279,16.418625,16.520685,20.934748,0.002381,0.001415,4.223021,0.003991,0.000128,4.247807,-0.005666,0.007853,4.226240,0.006244,-0.000838,4.251347,6.600535,2.181581,2.445854,2.450682,2.442635,2.455510,2.447785,2.397892,
2021-10-22 10:20:31,00:00:21,15.765877,15.438075,15.313314,15.528543,15.603614,15.807850,15.876874,16.358278,16.461674,16.648891,16.539942,16.480705,16.389210,16.409433,16.264772,16.328777,16.281998,16.223463,17.169922,16.888838,16.772123,16.771648,16.710281,16.777596,16.786247,16.732018,16.781965,16.605947,16.645264,16.420694,16.503246,21.038261,0.004634,-0.000194,4.221733,0.002381,0.002059,4.244587,0.000128,0.004956,4.229136,0.003025,0.000450,4.251669,6.485619,2.173534,2.422034,2.430403,2.423321,2.436841,2.428793,2.355080,
2021-10-22 10:20:32,00:00:22,15.750641,15.422121,15.309264,15.504734,15.625086,15.813609,15.847170,16.258633,16.449171,16.640198,16.535530,16.465349,16.386305,16.400105,16.263294,16.318733,16.322382,16.237913,17.179605,16.899237,16.777689,16.771267,16.733686,16.781494,16.775379,16.725430,16.792980,16.624811,16.640217,16.407318,16.463703,21.208145,0.006244,-0.001482,4.224952,-0.000194,0.003991,4.244587,-0.000838,0.004956,4.220446,0.006888,-0.003091,4.256497,5.463278,2.222783,2.407549,2.418493,2.409158,2.422034,2.414952,2.319350,
2021-10-22 10:20:33,00:00:23,15.768739,15.420225,15.302606,15.473555,15.603310,15.848484,15.879902,16.199270,16.421747,16.633472,16.536892,16.456957,16.380297,16.381723,16.277987,16.324146,16.330929,16.240988,17.170313,16.900646,16.782022,16.759190,16.724463,16.754671,16.777559,16.709534,16.795160,16.638885,16.638603,16.389288,16.439487,21.396591,0.004312,-0.000516,4.226240,-0.001482,0.006566,4.238472,0.001737,0.002059,4.227205,0.004634,-0.003091,4.254566,4.251991,2.230830,2.392420,2.404652,2.403686,2.406905,2.400467,2.289414,
2021-10-22 10:20:34,00:00:24,15.764923,15.430455,15.333551,15.467595,15.602560,15.844403,15.897479,16.230406,16.395168,16.644482,16.534819,16.460117,16.386711,16.401937,16.266794,16.313429,16.354109,16.259411,17.176121,16.885763,16.769169,16.763935,16.731350,16.752995,16.770605,16.708050,16.794867,16.649534,16.640123,16.386051,16.438629,21.525579,0.002059,0.001415,4.225918,-0.000516,0.004956,4.242656,0.009463,0.000128,4.230102,0.001737,0.002703,4.252957,4.615731,2.230830,2.418493,2.427828,2.424287,2.433622,2.423321,2.344780,
2021-10-22 10:20:35,00:00:25,15.745592,15.444927,15.337548,15.503256,15.587966,15.819338,15.879079,16.242468,16.374214,16.650648,16.522430,16.452011,16.381060,16.410324,16.250198,16.311348,16.344873,16.278728,17.161425,16.881765,16.748816,16.762609,16.734781,16.742393,16.758152,16.719856,16.790976,16.634939,16.642548,16.358259,16.425350,21.732916,-0.000194,0.003347,4.223986,0.001415,0.004312,4.241046,0.007853,-0.006310,4.233643,0.001415,0.004956,4.248450,5.627766,2.268492,2.388557,2.399823,2.396926,2.404330,2.396282,2.283942,
2021-10-22 10:20:36,00:00:26,15.730786,15.442498,15.345834,15.537490,15.634813,15.821431,15.865463,16.267164,16.353733,16.640638,16.515274,16.460318,16.396229,16.420258,16.241573,16.304865,16.346537,16.287767,17.159994,16.878908,16.752577,16.774698,16.723797,16.752815,16.754101,16.733170,16.818558,16.623751,16.656858,16.353062,16.438236,21.962946,0.000450,0.002703,4.221733,0.003669,0.001094,4.243300,0.003991,0.000772,4.232677,0.002381,0.003669,4.246197,4.910585,2.298105,2.370209,2.382441,2.376003,2.380831,2.376647,2.238234,
2021-10-22 10:20:37,00:00:27,15.715400,15.446156,15.354967,15.530196,15.612125,15.825404,15.841113,16.285175,16.335007,16.628101,16.526049,16.457296,16.387787,16.414909,16.228373,16.300707,16.337749,16.267559,17.156681,16.879637,16.737593,16.765659,16.707384,16.740685,16.748432,16.720840,16.818121,16.600241,16.642874,16.332890,16.456131,22.129953,0.000128,0.004312,4.217548,0.006566,0.000128,4.246197,0.005278,0.000128,4.234931,-0.000194,0.007531,4.246840,4.931187,2.299071,2.391454,2.405295,2.393707,2.406583,2.400789,2.281045,
2021-10-22 10:20:38,00:00:28,15.712926,15.435349,15.356541,15.537482,15.596515,15.866205,15.840024,16.329056,16.364187,16.637056,16.516924,16.458401,16.392027,16.420815,16.234039,16.296856,16.326103,16.263050,17.155029,16.878223,16.758545,16.778763,16.709072,16.742609,16.755705,16.738340,16.808270,16.597523,16.654469,16.324263,16.469629,22.122553,0.001094,0.003669,4.221089,0.008497,-0.002447,4.246197,-0.001482,0.003669,4.232677,0.004312,0.005278,4.245875,5.031618,2.343814,2.400789,2.416883,2.404330,2.418493,2.416240,2.309050,
2021-10-22 10:20:39,00:00:29,15.727816,15.434052,15.389291,15.600699,15.630451,15.840633,15.824924,16.375584,16.329678,16.640615,16.517866,16.464338,16.383015,16.421320,16.238352,16.295458,16.333887,16.253466,17.149969,16.855324,16.759035,16.767122,16.703852,16.741196,16.761763,16.739882,16.798155,16.583601,16.668415,16.318939,16.451460,22.082207,0.003669,0.001415,4.223021,0.005600,-0.001803,4.246519,-0.005988,0.009141,4.226883,0.007210,-0.000194,4.249416,5.264991,2.436197,2.434909,2.447785,2.443922,2.453901,2.444888,2.402398,
2021-10-22 10:20:40,00:00:30,15.740376,15.481850,15.407331,15.603739,15.686302,15.876721,15.833642,16.379778,16.318542,16.628531,16.521957,16.454868,16.373676,16.419357,16.237579,16.286356,16.332363,16.274784,17.152012,16.857607,16.765993,16.783833,16.700108,16.730316,16.755793,16.745802,16.764832,16.591427,16.670273,16.329601,16.445705,22.116501,0.004312,0.000450,4.224952,0.002381,0.001737,4.243944,0.000128,0.005278,4.223342,0.006244,0.001094,4.252635,5.051575,2.489631,2.449073,2.471283,2.460339,2.471283,2.467742,2.434266,
2021-10-22 10:20:41,00:00:31,15.761020,15.531780,15.446550,15.629622,15.681375,15.883219,15.886789,16.381990,16.310093,16.634592,16.520884,16.451654,16.387663,16.418118,16.242050,16.296062,16.321259,16.270578,17.143530,16.856970,16.774405,16.773928,16.700907,16.728024,16.772959,16.761303,16.765347,16.573387,16.683228,16.324476,16.448195,22.204933,0.005278,-0.001482,4.225918,-0.000194,0.002381,4.243622,0.000128,0.004634,4.226562,0.007531,-0.001482,4.251347,5.292674,2.516670,2.456476,2.467098,2.469995,2.469352,2.462270,2.430403,
