Test Name,PFE_1
Engineer,
Location,
Test Info,


Time,Elapsed Time,1TC1,1TC2,1TC3,1TC4,1TC5,1TC6,1TC7,1TC8,1TC9,2TC1,2TC2,2TC3,2TC4,2TC5,2TC6,2TC7,2TC8,2TC9,3TC1,3TC2,3TC3,3TC4,3TC5,3TC6,3TC7,3TC8,3TC9,4TC1,4TC2,4TC3,4TC4,Ambient,1GASCO,1GASCO2,1GASO2,2GASCO,2GASCO2,2GASO2,3GASCO,3GASCO2,3GASO2,4GASCO,4GASCO2,4GASO2,WEA_DIR,WEA_VEL,1PT1V,1PT2V,1PT3V,2PT1V,2PT2V,2PT3V,Event
2021-10-22 10:27:29,00:07:19,335.210297,362.974060,364.626770,357.462646,370.386200,372.426392,368.907776,320.093781,138.442688,437.673065,473.016968,475.887787,469.825867,452.116028,428.056122,388.780334,356.193512,262.797607,586.828796,634.688965,638.098877,633.318237,619.467773,601.360779,558.258484,471.512299,180.407486,723.858398,748.518799,750.033020,754.389832,23.011835,1.742843,1.148955,2.865922,4.167011,2.400789,1.343055,2.037695,0.841549,3.190389,4.697492,1.974927,1.844883,7.707864,2.137160,2.703045,2.595211,2.500575,2.767101,2.601649,2.473214,
2021-10-22 10:27:30,00:07:20,336.983429,363.103516,360.489594,355.144745,368.537628,368.159943,366.273773,319.369415,143.022079,435.100006,468.811707,469.374054,460.923340,451.285980,431.845093,392.146881,359.249298,267.234619,573.243835,619.399719,623.556946,619.305237,607.848328,593.293518,557.093018,479.339966,177.347107,711.986084,731.801331,740.869141,739.528687,23.013384,1.856149,1.177925,2.849828,4.205960,2.399179,1.345952,2.084048,0.849597,3.188780,4.732900,1.975892,1.845848,7.342831,2.133941,2.765492,2.641886,2.480296,2.795106,2.637701,2.519567,
2021-10-22 10:27:31,00:07:21,342.312347,368.273682,363.594330,353.375427,362.265228,367.535431,358.719696,314.301300,138.501709,434.766815,470.613739,465.478912,459.267731,447.975128,429.179352,391.330322,360.255219,260.721069,557.903137,602.046753,607.200562,604.744995,594.260742,580.807312,547.280701,479.852448,175.620590,703.462952,719.665588,735.073975,727.552673,23.074739,1.992953,1.215586,2.829548,4.251025,2.401433,1.344342,2.134907,0.872451,3.177192,4.766377,1.972352,1.846814,7.196367,2.167096,2.780621,2.659590,2.535661,2.836308,2.672465,2.646070,
2021-10-22 10:27:32,00:07:22,347.735199,373.118530,366.221252,354.998413,361.269714,361.149536,354.623413,310.021454,136.039490,432.915314,468.123016,465.256439,458.725281,443.553040,424.651917,386.819794,351.181122,260.991730,550.052795,599.233887,603.231750,598.195312,587.800537,573.624023,541.115356,477.682495,214.859985,695.400574,709.424194,723.590698,718.778992,23.184950,2.150036,1.262260,2.800578,4.297378,2.398535,1.344021,2.205723,0.890477,3.164638,4.806292,1.971386,1.847136,7.530819,2.209264,2.622894,2.507013,2.382763,2.651220,2.505082,2.213448,
2021-10-22 10:27:33,00:07:23,345.838226,372.013428,364.139709,353.880890,360.561188,357.784729,349.538208,305.145966,135.658981,429.824493,461.262970,462.313812,453.074341,440.317627,424.718445,388.064453,351.827606,270.202515,578.176147,632.390503,630.500793,622.285400,608.563843,590.699951,551.366516,479.145172,239.506714,684.504822,695.646912,710.309753,706.203796,23.333275,2.363449,1.321810,2.760985,4.338258,2.397570,1.342733,2.296174,0.908503,3.152728,4.844597,1.970742,1.847780,7.981800,2.220530,2.942210,2.807982,2.580404,2.957661,2.815385,2.864956,
2021-10-22 10:27:34,00:07:24,349.528168,373.576538,364.732544,354.587158,364.931519,358.652344,349.611267,306.734436,136.016830,424.459106,458.964569,467.020630,461.229706,447.860626,429.020569,392.387054,357.449371,280.480774,587.360779,635.267639,635.475342,628.465759,615.591248,598.554504,560.994812,480.421936,217.189697,669.957947,681.572815,694.903198,691.379211,23.320827,2.642851,1.391982,2.714311,4.384933,2.395638,1.340158,2.427506,0.937151,3.132449,4.881937,1.968167,1.850677,8.083520,2.211517,2.716564,2.599074,2.469030,2.775792,2.611306,2.488343,
2021-10-22 10:27:35,00:07:25,343.786438,372.867096,368.423706,356.014709,364.399963,356.843719,346.150177,303.447296,144.423492,422.986267,463.855103,466.631165,465.637634,452.403534,434.156647,398.220642,365.209930,296.910065,608.313110,675.171509,670.615784,654.550476,636.823914,614.125610,566.554993,479.518860,204.642197,652.421692,666.626038,676.441833,676.930298,23.340363,2.954443,1.485653,2.645748,4.439333,2.394351,1.341445,2.573001,0.968374,3.112170,4.914770,1.970098,1.849711,7.758080,2.183834,2.735878,2.626435,2.492528,2.784162,2.608087,2.476755,
2021-10-22 10:27:36,00:07:26,341.007233,371.830505,369.941254,360.481445,367.138519,356.980896,346.564911,302.801544,149.466370,427.952515,469.439117,474.541046,471.283539,453.317932,437.245880,402.217621,368.441559,305.757294,625.882324,693.774475,701.567078,687.210815,661.686584,633.962952,582.180420,482.030701,199.991074,636.560242,649.515381,656.914978,661.555237,23.298950,3.279231,1.608615,2.577829,4.497274,2.389201,1.337583,2.718496,1.006679,3.083521,4.948569,1.970742,1.847780,7.123297,2.183512,2.747466,2.630619,2.474502,2.786415,2.624503,2.486412,
2021-10-22 10:27:37,00:07:27,336.191132,368.313080,374.992645,368.958771,372.758850,362.602783,350.861328,309.210754,161.874268,430.159515,467.894135,475.334839,471.369995,458.819550,439.721222,403.740326,371.649139,303.300995,633.003113,693.197083,699.409241,687.260132,664.115723,644.228882,592.015259,478.715057,194.819366,622.609619,634.257874,639.113770,646.419556,23.172688,3.517110,1.736727,2.469030,4.567769,2.383729,1.344986,2.871394,1.048203,3.052619,4.971745,1.972030,1.848102,7.128769,2.172246,2.712702,2.608087,2.460661,2.742316,2.588773,2.412055,
2021-10-22 10:27:38,00:07:28,333.562622,364.671814,373.931152,373.002869,377.993378,362.085510,352.752289,311.763702,164.668365,429.000275,467.185944,475.581848,471.662811,459.130127,440.461182,407.179474,375.498688,305.168762,631.839478,690.133667,693.746338,684.242493,666.827576,652.080200,602.072693,494.887878,202.232773,609.602173,619.745667,622.836731,631.011108,23.161266,3.643935,1.837479,2.367312,4.626031,2.379222,1.344342,3.026868,1.101637,3.022683,4.998784,1.969777,1.851321,7.396588,2.171924,2.698217,2.583301,2.478687,2.740062,2.580726,2.421068,
2021-10-22 10:27:39,00:07:29,334.981354,365.082581,372.837738,371.132538,375.374756,364.655762,354.714020,311.938690,175.555649,433.506714,471.168427,475.429199,470.338745,457.245300,440.107758,406.690582,370.528473,311.564636,668.115723,739.626160,729.387451,718.939514,703.209656,678.785217,622.517761,514.526062,226.035553,597.111084,606.683044,607.822021,617.046875,23.191883,3.702842,1.913124,2.278470,4.679143,2.374716,1.346596,3.178479,1.155071,2.975365,5.011982,1.967523,1.853252,6.947541,2.169349,2.784484,2.665705,2.515382,2.818282,2.650898,2.542099,
2021-10-22 10:27:40,00:07:30,340.790802,374.271973,376.898132,372.651489,380.823273,368.181335,359.447327,319.443634,181.329819,433.870667,463.519928,472.511475,465.988953,453.497894,438.293091,404.022827,365.197418,303.531769,678.513184,751.882446,770.723694,765.367126,740.203918,710.052917,636.306335,514.271973,225.360489,584.270447,594.522095,594.088440,603.794861,23.264910,3.737606,1.959798,2.219242,4.731612,2.373428,1.346918,3.348760,1.216552,2.911631,5.021317,1.965270,1.855827,6.462442,2.180937,2.720749,2.596499,2.462914,2.757123,2.599718,2.455189,
2021-10-22 10:27:41,00:07:31,348.254547,376.151550,379.730957,376.485718,385.356506,375.255157,366.037323,325.200409,194.553329,432.818176,466.570343,470.824158,461.407562,449.354218,433.929138,401.496460,361.632385,298.121735,689.807678,742.425110,766.098450,800.913147,779.019897,720.082092,648.706970,507.761047,224.607758,573.356750,583.475891,582.639526,591.789734,23.287113,3.779130,1.985871,2.146817,4.783437,2.369887,1.345630,3.485886,1.273205,2.850471,5.029364,1.963017,1.856149,6.509761,2.177074,2.749075,2.624825,2.463236,2.765492,2.642851,2.469030,
2021-10-22 10:27:42,00:07:32,346.604736,375.346405,378.916290,374.946899,382.454285,374.612610,366.120697,322.376923,202.840759,438.802979,469.131470,471.352386,461.908691,450.867584,432.864532,398.909637,358.814941,286.992340,687.880188,734.567017,747.794128,778.595520,760.314392,710.814697,640.685913,526.326477,228.229630,562.828064,572.773071,571.677124,580.451782,23.369930,3.840290,1.993918,2.069885,4.841378,2.366668,1.345308,3.595330,1.313119,2.824720,5.032905,1.966236,1.851964,6.725753,2.167096,2.613881,2.497034,2.389523,2.639632,2.488987,2.205079,
2021-10-22 10:27:43,00:07:33,351.298462,379.430237,377.189941,371.018494,381.943695,378.355957,368.212036,322.322906,197.617249,454.860046,482.182617,477.977325,467.209473,451.868256,434.159729,397.816864,357.436859,283.086548,691.414124,748.838684,768.400452,770.142700,746.616516,702.535400,651.038696,548.323730,233.139511,552.861267,563.248169,561.223694,569.336609,23.214039,3.914647,2.010657,2.001966,4.908332,2.362162,1.346596,3.685138,1.351746,2.777402,5.034836,1.968811,1.851642,6.797536,2.166452,2.841780,2.711414,2.504116,2.856909,2.710127,2.652830,
2021-10-22 10:27:44,00:07:34,354.717987,383.016327,383.386139,373.516510,387.400299,380.527954,368.251129,320.458130,191.856384,466.955719,493.588409,486.515411,474.775208,457.241333,438.130096,401.964874,362.796265,285.518463,694.774353,755.086365,775.078430,778.316589,748.193359,706.270203,693.964111,551.634705,233.073380,543.785095,553.960510,551.592163,559.281311,22.951258,3.989326,2.023532,1.966879,4.966273,2.356690,1.346596,3.752735,1.383935,2.731050,5.035802,1.972352,1.848424,6.711912,2.169027,2.743925,2.616778,2.441669,2.772573,2.608731,2.450360,
2021-10-22 10:27:45,00:07:35,356.339905,383.116211,380.818298,377.044098,390.289093,385.039764,374.475342,325.101898,184.521683,468.106842,489.448608,493.398254,482.930267,463.101746,443.466736,407.954529,369.882080,292.342560,689.981628,753.934265,776.830750,803.124756,748.169678,708.930481,673.757874,581.461121,238.628342,534.853149,544.932312,542.100464,550.010376,22.711966,4.057246,2.036086,1.921493,5.021639,2.350896,1.349171,3.797800,1.416768,2.678581,5.036124,1.970742,1.852608,6.727041,2.195422,2.695963,2.579117,2.440382,2.731693,2.566241,2.378257,
2021-10-22 10:27:46,00:07:36,357.775085,382.665833,377.373505,380.138000,389.966248,383.962189,375.213837,332.203644,181.889282,463.374725,492.891541,493.846252,485.002655,464.932007,446.272461,415.397095,375.415344,302.146393,697.267395,745.521057,761.216858,787.092285,738.670105,702.429138,667.480286,596.507446,244.116074,526.389771,536.141663,533.038025,541.217163,22.541512,4.127419,2.046065,1.883832,5.073786,2.346067,1.351102,3.825805,1.443485,2.634160,5.030652,1.970098,1.854218,6.881552,2.203791,2.720749,2.595855,2.417527,2.731050,2.588452,2.366024,
2021-10-22 10:27:47,00:07:37,357.609528,386.821686,377.724487,382.468231,389.842651,383.152527,376.520538,335.724274,194.014267,466.867767,503.164459,500.602783,490.405243,469.223816,448.717041,414.491699,375.571014,298.440063,685.360352,727.021301,733.502014,752.471924,732.654358,706.746521,739.215027,626.935974,247.463852,519.028198,528.806396,524.683960,533.148560,22.379578,4.217548,2.054756,1.846814,5.129151,2.342526,1.351746,3.830633,1.447348,2.600362,5.005544,1.968811,1.857437,7.366330,2.212161,2.636735,2.524073,2.411733,2.675040,2.505404,2.247890,
2021-10-22 10:27:48,00:07:38,353.873749,383.261536,381.658661,388.412567,394.648743,387.049286,379.445404,340.539093,192.294662,474.527740,510.453522,501.466553,490.620636,472.941895,451.242615,417.644257,376.000671,294.376221,693.940918,737.618958,736.617920,745.181213,722.781067,696.012878,717.459412,593.336121,248.454056,511.926880,521.888916,517.108093,526.009216,22.263376,4.363366,2.070529,1.814625,5.182586,2.337698,1.353034,3.823873,1.453785,2.570104,4.978505,1.966236,1.856793,7.835014,2.231474,2.632873,2.524717,2.366668,2.647680,2.503472,2.182868,
2021-10-22 10:27:49,00:07:39,351.111694,383.507233,381.619476,390.197876,397.087372,389.828491,380.858795,341.423767,195.001755,504.882568,523.543518,507.175476,493.437317,474.824188,453.665375,418.374847,376.128448,290.477295,695.396851,742.611206,741.291016,745.291870,720.222656,684.699341,719.771057,558.514465,244.255142,505.424225,515.517761,510.705658,519.596741,22.160400,4.591588,2.098533,1.777608,5.240205,2.331904,1.353999,3.787821,1.453785,2.546284,4.942131,1.968811,1.859046,7.794455,2.207010,2.699504,2.588130,2.443922,2.732981,2.567207,2.341883,
2021-10-22 10:27:50,00:07:40,345.291260,385.035034,377.785095,389.168640,394.928070,387.759399,378.655151,340.583466,199.666260,520.184204,534.223206,510.404694,494.541351,475.508850,454.112183,417.695526,376.043182,288.301056,699.517273,751.102295,755.422974,740.663025,711.142090,675.955261,713.728699,573.854004,243.880722,499.400146,509.460266,504.530457,513.565674,22.130384,4.870027,2.135229,1.738981,5.242136,2.320316,1.358506,3.720868,1.447669,2.534374,4.902860,1.969455,1.857758,7.520197,2.175787,2.798003,2.673109,2.486412,2.807338,2.656693,2.532764,
2021-10-22 10:27:51,00:07:41,344.072418,382.782440,380.036499,387.211060,393.831512,385.051178,375.513031,336.429443,194.607574,514.237122,529.148560,509.177521,496.121368,472.979645,456.688995,419.213226,373.759155,284.613312,702.938232,751.216187,744.772095,728.964661,706.953918,717.852478,714.502197,540.730042,239.777954,493.815125,503.595062,499.074005,507.661377,22.121622,5.211556,2.186409,1.690053,5.244068,2.312591,1.361403,3.633957,1.442519,2.529545,4.859726,1.968811,1.860012,7.030268,2.165486,2.634160,2.509588,2.372463,2.670212,2.524073,2.248856,
2021-10-22 10:27:52,00:07:42,340.346832,378.275269,384.165100,392.001495,397.784729,388.394836,378.157928,338.490143,191.626816,499.717163,516.104004,506.306030,495.929077,473.005890,453.416138,418.887939,374.171570,282.889252,716.485352,744.995605,731.408936,714.246826,712.617310,738.088928,747.185242,524.445007,237.171494,488.210785,497.806854,493.704681,502.190643,21.997391,5.242780,2.252397,1.636619,5.243746,2.306153,1.366553,3.523870,1.417412,2.521820,4.824640,1.969133,1.863552,6.393878,2.150357,2.645426,2.544353,2.410446,2.683410,2.507979,2.277826,Rear window failed
2021-10-22 10:27:53,00:07:43,335.758911,372.665588,383.019562,391.213837,394.267334,387.013245,375.871185,337.952576,196.915833,511.059357,526.223022,509.637268,496.418518,475.073792,453.709656,420.198425,376.639252,283.598328,708.143127,742.318665,720.423828,702.171570,711.383728,746.265686,745.873657,554.476196,236.604568,483.026581,492.581329,488.734222,496.905243,21.944120,5.241815,2.336411,1.589623,5.245355,2.299715,1.367519,3.429555,1.388120,2.526648,4.799210,1.966236,1.863231,5.964147,2.143598,2.613881,2.514095,2.390810,2.663452,2.504438,2.257225,
2021-10-22 10:27:54,00:07:44,334.202148,372.707123,382.755524,394.887634,394.177582,386.172394,376.907227,337.882355,199.316605,511.908783,538.600769,522.498962,506.743713,486.664398,462.179657,423.432098,383.849243,286.566528,698.089661,738.145020,714.223633,691.697266,684.247986,688.946899,692.339661,524.209229,230.707825,478.397736,487.941925,484.496185,492.024200,21.952435,5.244390,2.437163,1.497884,5.245999,2.293277,1.372025,3.381915,1.361403,2.533408,4.779896,1.961085,1.864196,5.800946,2.143598,2.638667,2.526970,2.379222,2.664418,2.513451,2.233727,
2021-10-22 10:27:55,00:07:45,335.210266,367.779358,378.153076,390.550995,391.719330,384.576141,376.855774,333.081879,185.602890,524.989563,550.231140,528.426331,516.496399,497.574310,470.339813,428.879883,390.016724,289.831299,681.805420,712.032227,694.226440,679.692871,660.831116,653.251404,631.474365,478.838104,227.087265,474.200592,483.635345,480.217957,487.443420,22.025280,5.244390,2.540490,1.400352,5.243102,2.288449,1.372669,3.378052,1.336617,2.539846,4.761549,1.961407,1.866771,5.872085,2.147782,2.710449,2.584589,2.399823,2.702401,2.537915,2.290702,
2021-10-22 10:27:56,00:07:46,337.940460,366.561340,379.810333,391.101166,393.314117,385.417145,375.420654,328.322632,176.815109,512.686096,546.081909,533.605347,523.611328,507.885681,480.440063,435.929016,393.816650,293.193298,673.305115,700.761292,684.660828,670.666138,650.954529,631.321106,602.689514,495.751068,224.078964,470.291138,479.630829,476.215515,483.614380,22.039122,5.243746,2.623216,1.311831,5.244390,2.282977,1.370738,3.428911,1.332754,2.551112,4.739660,1.959154,1.868059,6.145052,2.127503,2.624503,2.521820,2.413343,2.670534,2.500897,2.239843,
2021-10-22 10:27:57,00:07:47,335.361267,364.880157,380.441956,391.080048,392.816986,384.732361,375.976868,327.719055,169.332962,531.019287,563.613831,545.076782,526.876648,510.777008,485.229065,436.201447,396.316101,294.976166,665.799622,695.447510,686.393921,670.473267,652.893127,631.188843,615.664917,495.974609,224.320801,466.809052,476.192993,473.163666,480.358459,22.002758,5.242780,2.683732,1.254535,5.244390,2.278792,1.373635,3.532882,1.331789,2.555619,4.704573,1.959476,1.869346,6.449566,2.114305,2.799934,2.674075,2.494459,2.810557,2.652186,2.525039,
2021-10-22 10:27:58,00:07:48,335.721405,366.185516,384.916534,389.425110,391.034760,387.801117,378.925354,331.490601,161.554672,530.992126,559.476074,545.035828,524.614014,508.035248,478.117493,439.223206,400.655975,292.336761,658.815735,686.539246,678.258606,669.060120,651.462891,632.258972,609.868347,492.838623,224.924118,463.684723,473.111511,470.606171,477.516571,22.021549,5.240205,2.724290,1.176316,5.244068,2.274929,1.374600,3.708314,1.357540,2.553687,4.668843,1.961085,1.866128,6.690989,2.104971,2.676006,2.545318,2.392098,2.680191,2.544030,2.251431,
2021-10-22 10:27:59,00:07:49,345.856842,365.958954,386.401154,390.836945,394.930695,388.565338,380.326416,334.622223,158.680496,521.350159,547.743713,541.915771,525.485291,506.477966,483.093658,445.367249,400.921661,292.701569,662.330322,690.619385,676.847595,661.498718,647.255127,631.507141,605.096741,497.896729,224.718323,460.657623,470.213043,468.162720,474.386475,22.081154,5.240527,2.731693,1.111294,5.246643,2.270101,1.378141,3.913038,1.410330,2.539846,4.637298,1.960764,1.862909,6.626609,2.108512,2.742638,2.630619,2.477077,2.775792,2.595211,2.445854,
2021-10-22 10:28:00,00:07:50,350.922424,365.374725,381.363983,385.893188,397.458679,392.671082,380.161530,333.309753,155.914658,514.905457,546.957886,537.688904,526.528564,506.520752,480.881378,443.701965,403.287445,294.872925,679.590027,691.578918,676.911011,656.224426,640.559021,622.970276,592.720947,463.508057,224.934113,457.883484,467.520050,465.597015,471.474213,22.127764,5.240849,2.746178,1.042087,5.245677,2.268813,1.381682,4.148341,1.482434,2.504438,4.607039,1.959476,1.864840,6.648176,2.128147,2.709483,2.590383,2.440382,2.723002,2.554653,2.345423,
2021-10-22 10:28:01,00:07:51,355.047333,375.013702,379.109070,383.445984,394.272034,388.459045,377.860291,331.436157,151.350403,511.542725,546.295593,539.450562,530.614441,513.347107,489.654053,447.485138,407.142792,299.540161,667.891296,684.185852,675.454407,660.716370,658.922302,632.645935,600.207214,490.138275,222.824112,455.226654,464.853912,463.105042,468.774384,22.212070,5.242780,2.777080,0.998310,5.244711,2.267204,1.379107,4.424526,1.574494,2.453901,4.583541,1.958188,1.865162,6.605686,2.142310,2.500253,2.413343,2.354436,2.601649,2.400789,2.101108,
2021-10-22 10:28:02,00:07:52,356.792755,379.019257,381.574677,380.988190,393.187073,388.756805,377.245575,332.978210,149.516327,515.049805,557.040100,548.404846,537.113953,514.960205,493.581573,455.931244,412.209045,312.894745,657.289062,678.017395,676.888489,676.031250,665.772766,643.818420,608.837646,540.968811,223.909119,452.511536,462.066711,460.487732,466.167206,22.203718,5.244711,2.810235,0.950992,5.242780,2.270745,1.380716,4.736119,1.690053,2.383085,4.556502,1.954648,1.869346,6.731870,2.155508,2.617744,2.500897,2.379544,2.643817,2.479008,2.161624,
2021-10-22 10:28:03,00:07:53,360.590363,381.477997,379.726288,378.753479,391.587982,386.322083,374.844635,328.795929,149.121902,538.314575,570.912720,555.436890,542.565308,517.850952,493.078217,455.777985,413.410980,312.966339,650.699707,685.127747,682.770264,676.690430,664.149780,643.770752,612.705444,499.199707,222.570786,449.610046,459.152649,457.652313,463.275116,22.130730,5.242458,2.854656,0.902065,5.243102,2.273642,1.375566,5.072498,1.825569,2.297462,4.526566,1.958832,1.863874,7.288108,2.123962,2.640276,2.526326,2.393064,2.667637,2.499609,2.211195,
2021-10-22 10:28:04,00:07:54,360.285309,375.885559,379.034790,384.088715,396.249451,390.323212,377.165985,326.971283,147.889267,550.250977,575.424072,557.005798,544.862732,521.188171,495.825989,459.536011,422.685486,312.156921,652.738892,683.113098,679.218872,673.070007,663.525757,646.940857,673.301880,464.110504,218.761398,447.220581,456.584930,455.297974,460.746887,22.069830,5.242458,2.903905,0.855069,5.240849,2.277826,1.374600,5.249218,1.994562,2.197997,4.505321,1.962373,1.858080,7.755505,2.099499,2.648967,2.556906,2.437806,2.698217,2.512485,2.273642,
2021-10-22 10:28:05,00:07:55,362.165802,374.880005,373.813995,378.474854,392.319946,386.459167,377.048676,326.829315,142.941589,550.519531,575.519958,558.926636,543.514954,519.259033,498.975006,463.429535,422.748840,325.476257,648.862244,678.713928,676.495544,670.355164,659.857910,641.629944,708.947937,501.327881,219.368835,445.068726,454.364990,453.440186,458.469116,22.026548,5.241493,2.955730,0.801313,5.244711,2.283298,1.371059,5.251150,2.171280,2.074069,4.478604,1.967523,1.859046,7.747135,2.082438,2.650255,2.534696,2.407549,2.683410,2.535339,2.258835,
2021-10-22 10:28:06,00:07:56,360.056396,373.190002,371.440857,378.589661,391.530670,383.215637,372.219391,324.759125,138.898010,556.896912,588.211426,570.481201,552.837830,524.213013,496.936005,462.078247,426.143585,332.752197,650.254272,677.672607,671.694763,661.830139,652.967896,634.885742,670.565613,523.276306,220.233597,443.115204,452.538544,451.791107,456.494476,22.075188,5.238917,3.016567,0.749167,5.244711,2.299715,1.367197,5.250827,2.321282,1.940484,4.458968,1.972352,1.854861,6.881552,2.056687,2.641564,2.534696,2.415596,2.695963,2.522786,2.298427,
2021-10-22 10:28:07,00:07:57,357.940704,373.055878,368.891968,376.962250,388.551666,385.723541,373.306824,322.591644,136.832825,574.675598,612.124084,594.548706,568.310303,533.053345,504.138062,462.286774,423.223419,336.175690,654.932861,684.848999,677.164307,666.401917,655.475281,633.237061,673.052856,526.174866,220.789001,441.194946,450.709137,449.891663,454.641846,22.052200,5.242458,3.073542,0.699596,5.246321,2.320316,1.361725,5.245355,2.455189,1.795955,4.435148,1.973639,1.858402,5.631951,2.091130,2.610340,2.500575,2.394995,2.637701,2.490597,2.218920,
2021-10-22 10:28:08,00:07:58,353.462524,373.301666,369.895386,379.140411,390.770050,386.030914,372.541962,324.462036,134.630600,586.025879,609.618896,593.659546,571.100464,534.473633,503.577240,465.424713,426.256348,343.939331,666.430542,694.158691,685.280029,673.865479,661.513611,641.310120,657.538696,586.959290,219.633377,439.392090,448.958099,448.304749,452.978821,22.054535,5.241815,3.122792,0.649703,5.247287,2.334801,1.354321,5.239883,2.559481,1.654967,4.406822,1.972995,1.856471,5.080867,2.117525,2.733625,2.605190,2.444566,2.764204,2.611950,2.422034,
2021-10-22 10:28:09,00:07:59,349.089447,368.123047,374.602112,381.701996,390.387451,386.754883,373.268585,323.674500,133.057495,587.053772,614.395569,598.671753,573.990112,537.745728,507.611877,470.058838,433.957153,358.136383,663.290771,690.543335,684.750793,672.992126,661.253174,634.280579,634.876526,598.685791,220.458588,437.751617,447.431976,447.008789,451.851654,22.101702,5.245677,3.166891,0.604960,5.242780,2.349286,1.349171,5.241171,2.629010,1.567413,4.377851,1.975571,1.859046,5.460703,2.120744,2.671822,2.546606,2.390488,2.686950,2.540168,2.252397,
2021-10-22 10:28:10,00:08:00,347.708557,365.818024,378.548859,383.309875,396.157135,389.771576,374.789673,324.234375,131.319931,585.272644,611.866638,598.316772,577.607971,545.051270,511.867706,473.272522,439.524475,362.780243,660.026978,689.862915,683.605164,671.306763,662.662415,701.446350,702.819092,550.766174,222.451965,436.454407,446.319550,446.089294,450.527954,22.102724,5.243746,3.210346,0.556998,5.200612,2.359909,1.339192,5.244711,2.660877,1.441232,4.344696,1.977824,1.853574,6.315657,2.123319,2.611306,2.506047,2.406905,2.685985,2.535339,2.307118,
2021-10-22 10:28:11,00:08:01,350.973938,370.446899,375.085358,380.174683,389.485687,386.384766,372.192505,325.647247,132.203796,596.770691,620.503906,603.802795,576.766968,543.616821,516.566528,476.973663,442.558289,368.869659,665.629333,697.725464,691.116333,677.104614,677.654785,768.973022,731.135193,505.234253,223.653091,434.940216,444.912018,444.719238,448.955719,21.998491,5.242780,3.247686,0.531891,5.120461,2.366668,1.336939,5.248574,2.660877,1.353999,4.300919,1.984262,1.848745,6.754724,2.130078,2.719140,2.596821,2.455189,2.739419,2.593280,2.405617,
2021-10-22 10:28:12,00:08:02,357.275696,374.601288,373.645660,376.295868,388.144775,387.253357,374.282166,328.129669,132.343399,608.169250,629.706055,608.879761,582.137268,549.711182,521.243103,481.919403,445.311707,379.964355,672.418335,704.417297,695.357727,683.681152,694.351257,756.001221,779.937012,500.206146,224.941406,433.650452,443.629791,443.684540,447.748993,21.925472,5.242136,3.275691,0.486504,5.043528,2.377934,1.334364,5.250184,2.634160,1.297025,4.249094,1.991343,1.846492,6.276708,2.112052,2.732337,2.592958,2.431369,2.732015,2.594246,2.349930,
2021-10-22 10:28:13,00:08:03,361.921448,376.263123,374.886902,379.146393,388.840729,390.447418,377.334412,333.531738,132.874527,600.789062,626.434265,608.549561,581.875916,550.265930,522.847412,482.312622,451.753815,394.983032,673.640320,705.522766,700.220215,692.041748,692.482971,742.687561,811.713562,491.456268,226.700912,432.521820,442.615143,442.796509,446.692688,21.815670,5.238274,3.299833,0.446590,4.967561,2.389201,1.324707,5.239561,2.585876,1.285437,4.183106,1.997459,1.839733,5.451368,2.108190,2.751651,2.624503,2.462914,2.780621,2.624825,2.451648,
2021-10-22 10:28:14,00:08:04,364.957092,377.581848,378.013153,383.469360,395.145874,396.192291,380.725830,331.994843,130.876526,575.840515,615.912598,606.160461,584.888428,553.531921,525.552551,481.559875,452.481689,396.029663,680.867859,710.012939,706.728638,700.564087,693.666260,720.686340,782.313843,519.207947,229.837097,431.335388,441.492584,441.747162,445.353302,21.747263,5.240527,3.320434,0.417942,4.913160,2.398858,1.321166,4.934727,2.528258,1.267733,4.100701,2.001644,1.841986,4.862623,2.117525,2.695320,2.577185,2.430081,2.709161,2.540812,2.275895,
2021-10-22 10:28:15,00:08:05,362.508423,372.616516,377.066040,385.210205,396.755402,399.230164,384.234772,331.991608,129.130646,576.165344,609.675964,598.532288,580.679443,555.317566,526.967102,484.466522,451.161407,396.071777,685.914673,717.674255,715.044617,708.380798,696.343750,720.562866,764.523560,575.361206,231.532837,430.103119,440.350159,440.708008,444.527435,21.679758,5.242458,3.333631,0.398950,4.893525,2.408836,1.316338,4.605430,2.452291,1.279964,4.002524,2.011944,1.840054,4.555214,2.127503,2.810879,2.678259,2.501219,2.829548,2.671499,2.549181,
2021-10-22 10:28:16,00:08:06,359.526917,369.580536,379.873108,392.717468,397.953827,399.860779,384.052063,326.599365,126.328125,582.639832,611.624512,602.377869,583.000244,556.837158,528.470337,483.922577,454.065277,402.014374,686.912354,725.893677,724.321533,709.603149,692.879333,708.242676,747.558899,597.074646,233.975998,429.106750,439.377563,440.052917,444.140778,21.547579,5.243746,3.340069,0.373521,4.887087,2.416240,1.315372,4.214652,2.361518,1.321166,3.909819,2.017094,1.835226,4.244266,2.141988,2.742959,2.622572,2.460983,2.768389,2.619353,2.439416,
