TrakPro Version 4.70 ASCII Data File

Model:,DustTrak DRX
Model Number:,8534
Serial Number:,8534194113
Test ID:,006
Test Abbreviation:,BURN 06 POST_006
Start Date:,10/10/2020
Start Time:,12:15:37
Duration (dd:hh:mm:ss):,0:01:00:00
Log Interval (mm:ss):,00:01
Number of points:,3600
Notes:,

Statistics,Channel:,PM1,PM2.5,RESP,PM10,TOTAL
,Units:,mg/m^3,mg/m^3,mg/m^3,mg/m^3,mg/m^3
,Average:,0.063,0.064,0.066,0.068,0.069
,Minimum:,0.017,0.017,0.017,0.017,0.017
,Time of Minimum:,13:14:22,13:14:23,13:14:23,13:14:28,13:14:28
,Date of Minimum:,10/10/2020,10/10/2020,10/10/2020,10/10/2020,10/10/2020
,Maximum:,0.275,0.279,0.280,0.287,0.393
,Time of Maximum:,12:16:27,12:16:27,12:16:27,12:47:33,12:46:54
,Date of Maximum:,10/10/2020,10/10/2020,10/10/2020,10/10/2020,10/10/2020

Calibration,Sensor:,AEROSOL
,Cal. date,10/10/2019

Date,Time,PM1,PM2.5,RESP,PM10,TOTAL
MM/dd/yyyy,hh:mm:ss,mg/m^3,mg/m^3,mg/m^3,mg/m^3,mg/m^3
10/10/2020,12:15:38,0.133,0.134,0.135,0.140,0.266
10/10/2020,12:15:39,0.127,0.128,0.129,0.133,0.175
10/10/2020,12:15:40,0.128,0.130,0.130,0.132,0.132
10/10/2020,12:15:41,0.129,0.131,0.131,0.132,0.132
10/10/2020,12:15:42,0.125,0.127,0.127,0.127,0.127
10/10/2020,12:15:43,0.129,0.130,0.131,0.131,0.131
10/10/2020,12:15:44,0.134,0.135,0.136,0.137,0.140
10/10/2020,12:15:45,0.132,0.134,0.134,0.136,0.172
10/10/2020,12:15:46,0.127,0.128,0.129,0.130,0.146
10/10/2020,12:15:47,0.134,0.135,0.136,0.136,0.136
10/10/2020,12:15:48,0.134,0.136,0.136,0.136,0.136
10/10/2020,12:15:49,0.130,0.132,0.132,0.132,0.132
10/10/2020,12:15:50,0.136,0.138,0.138,0.138,0.138
10/10/2020,12:15:51,0.138,0.140,0.140,0.140,0.140
10/10/2020,12:15:52,0.139,0.140,0.141,0.142,0.142
10/10/2020,12:15:53,0.142,0.143,0.143,0.144,0.144
10/10/2020,12:15:54,0.144,0.146,0.146,0.146,0.146
10/10/2020,12:15:55,0.136,0.138,0.138,0.138,0.138
10/10/2020,12:15:56,0.139,0.141,0.141,0.141,0.141
10/10/2020,12:15:57,0.148,0.150,0.150,0.153,0.153
