TrakPro Version 4.70 ASCII Data File

Model:,DustTrak DRX
Model Number:,8534
Serial Number:,8534194113
Test ID:,012
Test Abbreviation:,B06 D5 60min_012
Start Date:,10/15/2020
Start Time:,12:41:14
Duration (dd:hh:mm:ss):,0:01:00:00
Log Interval (mm:ss):,00:01
Number of points:,3600
Notes:,

Statistics,Channel:,PM1,PM2.5,RESP,PM10,TOTAL
,Units:,mg/m^3,mg/m^3,mg/m^3,mg/m^3,mg/m^3
,Average:,0.536,0.584,0.694,1.130,1.410
,Minimum:,0.006,0.008,0.008,0.008,0.008
,Time of Minimum:,12:42:17,12:41:37,12:41:50,12:45:33,12:45:33
,Date of Minimum:,10/15/2020,10/15/2020,10/15/2020,10/15/2020,10/15/2020
,Maximum:,20.700,21.100,23.000,37.200,48.300
,Time of Maximum:,13:32:11,13:32:11,13:32:11,13:32:11,13:32:11
,Date of Maximum:,10/15/2020,10/15/2020,10/15/2020,10/15/2020,10/15/2020

Calibration,Sensor:,AEROSOL
,Cal. date,10/10/2019

Date,Time,PM1,PM2.5,RESP,PM10,TOTAL
MM/dd/yyyy,hh:mm:ss,mg/m^3,mg/m^3,mg/m^3,mg/m^3,mg/m^3
10/15/2020,12:41:15,0.208,0.223,0.263,0.566,1.810
10/15/2020,12:41:16,0.378,0.392,0.432,0.730,1.930
10/15/2020,12:41:17,0.241,0.251,0.282,0.530,1.270
10/15/2020,12:41:18,0.021,0.024,0.034,0.113,0.319
10/15/2020,12:41:19,0.021,0.021,0.022,0.028,0.045
10/15/2020,12:41:20,0.094,0.095,0.100,0.115,0.127
10/15/2020,12:41:21,0.061,0.064,0.071,0.128,0.285
10/15/2020,12:41:22,0.008,0.009,0.012,0.037,0.110
10/15/2020,12:41:23,0.010,0.010,0.011,0.013,0.013
10/15/2020,12:41:24,0.010,0.010,0.011,0.012,0.012
10/15/2020,12:41:25,0.028,0.028,0.030,0.030,0.031
10/15/2020,12:41:26,0.038,0.039,0.040,0.042,0.062
10/15/2020,12:41:27,0.011,0.012,0.013,0.016,0.025
10/15/2020,12:41:28,0.009,0.010,0.011,0.012,0.012
10/15/2020,12:41:29,0.009,0.010,0.010,0.010,0.010
10/15/2020,12:41:30,0.010,0.010,0.011,0.011,0.011
10/15/2020,12:41:31,0.010,0.010,0.011,0.019,0.019
10/15/2020,12:41:32,0.010,0.010,0.012,0.017,0.017
10/15/2020,12:41:33,0.010,0.010,0.011,0.011,0.011
10/15/2020,12:41:34,0.009,0.009,0.010,0.011,0.011
10/15/2020,12:41:35,0.008,0.009,0.009,0.010,0.010
10/15/2020,12:41:36,0.008,0.009,0.009,0.011,0.011
10/15/2020,12:41:37,0.008,0.008,0.009,0.009,0.009
10/15/2020,12:41:38,0.009,0.009,0.009,0.010,0.010
10/15/2020,12:41:39,0.012,0.012,0.012,0.015,0.015
10/15/2020,12:41:40,0.011,0.012,0.012,0.018,0.018
10/15/2020,12:41:41,0.009,0.009,0.010,0.012,0.012
10/15/2020,12:41:42,0.009,0.009,0.010,0.010,0.010
10/15/2020,12:41:43,0.031,0.031,0.032,0.035,0.043
10/15/2020,12:41:44,0.057,0.059,0.065,0.092,0.200
10/15/2020,12:41:45,0.010,0.011,0.014,0.027,0.079
10/15/2020,12:41:46,0.011,0.012,0.012,0.012,0.044
10/15/2020,12:41:47,0.020,0.020,0.021,0.021,0.036
10/15/2020,12:41:48,0.031,0.032,0.033,0.042,0.043
10/15/2020,12:41:49,0.008,0.008,0.009,0.016,0.032
10/15/2020,12:41:50,0.007,0.008,0.008,0.011,0.018
10/15/2020,12:41:51,0.010,0.010,0.011,0.012,0.012
10/15/2020,12:41:52,0.060,0.060,0.062,0.067,0.077
10/15/2020,12:41:53,0.107,0.110,0.120,0.169,0.302
10/15/2020,12:41:54,0.048,0.051,0.060,0.106,0.241
10/15/2020,12:41:55,0.026,0.028,0.037,0.081,0.154
10/15/2020,12:41:56,0.009,0.010,0.015,0.038,0.137
10/15/2020,12:41:57,0.009,0.009,0.011,0.015,0.054
10/15/2020,12:41:58,0.008,0.009,0.010,0.010,0.010
10/15/2020,12:41:59,0.010,0.011,0.012,0.012,0.012
10/15/2020,12:42:00,0.012,0.012,0.013,0.019,0.019
10/15/2020,12:42:01,0.010,0.010,0.011,0.017,0.017
10/15/2020,12:42:02,0.008,0.009,0.009,0.012,0.012
10/15/2020,12:42:03,0.009,0.009,0.009,0.010,0.010
10/15/2020,12:42:04,0.010,0.010,0.011,0.012,0.012
10/15/2020,12:42:05,0.012,0.012,0.013,0.015,0.015
10/15/2020,12:42:06,0.011,0.012,0.013,0.017,0.017
10/15/2020,12:42:07,0.009,0.009,0.010,0.013,0.013
10/15/2020,12:42:08,0.009,0.009,0.010,0.011,0.011
10/15/2020,12:42:09,0.010,0.010,0.011,0.011,0.011
10/15/2020,12:42:10,0.009,0.009,0.010,0.010,0.010
10/15/2020,12:42:11,0.009,0.009,0.009,0.009,0.009
10/15/2020,12:42:12,0.009,0.010,0.011,0.011,0.011
10/15/2020,12:42:13,0.009,0.010,0.010,0.010,0.012
10/15/2020,12:42:14,0.010,0.010,0.010,0.010,0.033
10/15/2020,12:42:15,0.063,0.064,0.066,0.073,0.104
10/15/2020,12:42:16,0.120,0.123,0.136,0.226,0.502
10/15/2020,12:42:17,0.006,0.009,0.019,0.069,0.268
10/15/2020,12:42:18,0.009,0.010,0.014,0.018,0.052
10/15/2020,12:42:19,0.009,0.009,0.010,0.010,0.010
10/15/2020,12:42:20,0.015,0.016,0.016,0.019,0.022
10/15/2020,12:42:21,0.017,0.018,0.019,0.026,0.063
10/15/2020,12:42:22,0.009,0.010,0.011,0.014,0.031
10/15/2020,12:42:23,0.009,0.009,0.010,0.010,0.010
10/15/2020,12:42:24,0.009,0.010,0.010,0.011,0.011
10/15/2020,12:42:25,0.010,0.010,0.011,0.011,0.011
10/15/2020,12:42:26,0.010,0.010,0.011,0.012,0.012
10/15/2020,12:42:27,0.010,0.010,0.011,0.017,0.017
10/15/2020,12:42:28,0.009,0.009,0.010,0.013,0.013
10/15/2020,12:42:29,0.009,0.009,0.010,0.010,0.010
10/15/2020,12:42:30,0.009,0.010,0.010,0.011,0.011
10/15/2020,12:42:31,0.008,0.009,0.009,0.012,0.012
10/15/2020,12:42:32,0.009,0.009,0.009,0.011,0.011
10/15/2020,12:42:33,0.009,0.009,0.009,0.010,0.010
10/15/2020,12:42:34,0.009,0.009,0.009,0.010,0.010
10/15/2020,12:42:35,0.009,0.010,0.011,0.011,0.011
10/15/2020,12:42:36,0.009,0.009,0.010,0.011,0.011
